timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-09T21:25:40,VLM_fp16,df219509-e45d-40db-a82e-eec2f589e72c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,644.0311818210001,0.005952597291790959,9.24271597372036e-06,42.5,66.76621118322727,10.0,0.007574582043648608,0.011493225583461998,0.0017816471925638914,0.02084945481967454,0.0,United States,USA,south carolina,,,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.0.8,2,Intel(R) Xeon(R) CPU @ 2.30GHz,1,1 x Tesla T4,-79.9746,32.8608,12.671436309814453,machine,N,1.0,0.0
