timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-09T21:56:54,VLM_int8_text,46274f38-5088-43b6-b980-c5f716ffa61a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,928.9476283839999,0.008139443904869235,8.762005150956288e-06,42.5,51.066992669519735,10.0,0.010928877865137531,0.015009553396521998,0.0025706311917805605,0.02850906245344003,0.0,United States,USA,south carolina,,,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.0.8,2,Intel(R) Xeon(R) CPU @ 2.30GHz,1,1 x Tesla T4,-79.9746,32.8608,12.671436309814453,machine,N,1.0,0.0
