timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-11T19:41:46,VLM_fp16,6aa3fb48-d4f9-41bb-ab73-ce677a632970,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,616.539026204,0.006981976811229001,1.1324468548595671e-05,42.5,71.2090525097774,10.0,0.007249287133370845,0.011038208275004,0.0017052102817027793,0.019992705690077613,0.0,United States,USA,nevada,,,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.0.8,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814453,machine,N,1.0,0.0
