timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-09T22:18:03,VLM_int8_vision,f36c15fc-978c-4cdf-8a53-4d81fcb55eeb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,848.6356969919993,0.007947305514257659,9.364802284922718e-06,42.5,0.0,10.0,0.009978207905801298,0.015510827408652006,0.0023470468418472293,0.027836082156300568,0.0,United States,USA,south carolina,,,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.0.8,2,Intel(R) Xeon(R) CPU @ 2.30GHz,1,1 x Tesla T4,-79.9746,32.8608,12.671436309814453,machine,N,1.0,0.0
