timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-11T20:04:57,VLM_int8_text,097e8135-50cb-4f3e-a682-8211ecd90676,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,910.4037237760003,0.009746033744813386,1.0705177813191087e-05,42.5,58.66750074684544,10.0,0.010711704499191661,0.014676125352001999,0.00251967966563052,0.027907509516824167,0.0,United States,USA,nevada,,,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.0.8,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.671436309814453,machine,N,1.0,0.0
